"target_taxon","avg_length_um"
"Aphanizomenon",78.8346875
"Aphanocapsa",24.1236210587762
"Aulacoseira",90.04375
"Dolichospermum",67.3215859649123
"Geitlerinema",100
"Limnothrix",55.6875
"Microcystis",54.776391703869
"Mougeotia",219.235912142857
"Phormidium",81.975
"Planktolyngbya",44.525
"Planktothrix",141.388888888889
"Pseudanabaena",72.6124831439394
"Romeria",18.8333333333333
"Spondylosium",16.3125
"Ulothrix",115.431626984127
"Woronichinia",10.2666666666667
"Lyngbya",90.4875
